insee;code;city
31114;31160;CASTELBIAGUE
31117;31180;CASTELMAUROU
31119;31430;CASTELNAU PICAMPEAU
31125;31110;CATHERVIELLE
31129;31110;CAZARILH LASPENES
31133;31110;CAZEAUX DE LARBOUST
31135;31220;CAZERES
31136;31620;CEPET
31144;31440;CIERP GAUD
31147;31210;CLARAC
31148;31810;CLERMONT LE FORT
31155;31160;COURET
31161;31450;DEYME
22313;22320;ST MARTIN DES PRES
22318;22980;ST MICHEL DE PLELAN
22322;22720;ST PEVER
22325;22410;ST QUAY PORTRIEUX
22337;22250;SEVIGNAC
22347;22220;TREDARZEC
22352;22630;TREFUMEL
22356;22590;TREGOMEUR
22359;22420;TREGROM
22363;22660;TRELEVERN
22365;22110;TREMARGAT
22368;22490;TREMEREUC
22378;22290;TREVEREC
22379;22660;TREVOU TREGUIGNEC
22384;22460;UZEL PRES L OUST
22385;22690;LA VICOMTE SUR RANCE
22386;22800;LE VIEUX BOURG
22388;22980;VILDE GUINGALAN
22391;22350;YVIGNAC LA TOUR
23004;23000;ANZEME
23008;23200;AUBUSSON
23017;23260;BASVILLE
23020;23190;BELLEGARDE EN MARCHE
23025;23220;BONNAT
23030;23400;BOURGANEUF
23035;23170;BUDELIERE
23047;23240;CHAMBORAND
23053;23700;CHARD
23056;23430;CHATELUS LE MARCHEIX
23059;23200;LA CHAUSSADE
23081;23260;FLAYAT
23086;23480;FRANSECHES
23102;23270;LADAPEYRE
23103;23800;LAFAT
23111;23240;LIZIERES
23112;23360;LOURDOUEIX ST PIERRE
23114;23170;LUSSAT
23119;23260;MALLERET
23123;23700;LES MARS
23138;23150;MOUTIER D AHUN
23152;23130;PIERREFITTE
23154;23140;PIONNAT
23155;23250;PONTARION
23156;23260;PONTCHARRAUD
23158;23500;POUSSANGES
23162;23270;ROCHES
23168;23250;SARDENT
23182;23200;ST AVIT DE TARDES
23190;23190;ST DOMET
23191;23000;ST ELOI
23192;23290;ST ETIENNE DE FURSAC
23196;23500;ST FRION
23204;23130;ST JULIEN LE CHATEL
23215;23100;ST MARTIAL LE VIEUX
23219;23300;ST MAURICE LA SOUTERRAINE
23219;23300;ST MAURICE LA SOUTERRAINE
23220;23200;ST MEDARD LA ROCHETTE
23220;23200;ST MEDARD LA ROCHETTE
23221;23100;ST MERD LA BREUILLE
23225;23260;ST ORADOUX PRES CROCQ
23227;23400;ST PARDOUX MORTEROLLES
23234;23110;ST PRIEST
23240;23600;ST SILVAIN BAS LE ROC
23248;23000;ST VICTOR EN MARCHE
23265;23260;LA VILLENEUVE
23266;23260;LA VILLETELLE
24014;24290;AUBAS
24019;24210;AZERAT
24020;24210;LA BACHELLERIE
24021;24390;BADEFOLS D ANS
24034;24140;BELEYMAS
24035;24170;PAYS DE BELVES
24042;24310;BIRAS
24050;24590;BORREZE
24053;24330;BOULAZAC ISLE MANOIRE
24054;24560;BOUNIAGUES
24059;24400;BOURGNAC
24064;24310;BRANTOME EN PERIGORD
24064;24310;BRANTOME EN PERIGORD
24073;24150;CALES
24075;24550;CAMPAGNAC LES QUERCY
24089;24370;CAZOULES
24095;24800;CHALAIS
24098;24750;CHAMPCEVINEL
24100;24360;CHAMPNIERS ET REILHAC
24104;24190;CHANTERAC
24129;24530;CONDAT SUR TRINCOU
24139;24430;COURSAC
24145;24100;CREYSSE
24147;24640;CUBJAC
24152;24250;DOMME
24164;24160;EXCIDEUIL
24175;24290;LES FARGES
24176;24560;FAURILLES
5156;5200;ST SAUVEUR
5166;5700;SERRES
5167;5700;SIGOTTIER
5169;5150;SORBIERS
6002;6910;AMIRAT
6004;6160;ANTIBES
65181;65190;FRECHOU FRECHET
65184;65330;GALEZ
65187;65670;GAUSSAN
65201;65100;GEU
65203;65100;GEZ EZ ANGLES
65204;65350;GONEZ
65208;65170;GRAILHEN
65209;65240;GREZIAN
65212;65240;GUCHEN
65213;65230;GUIZERIX
65218;65250;HECHES
65236;65100;JULOS
65240;65700;LABATUT RIVIERE
65244;65320;LAGARDE
65250;65220;LALANNE TRIE
65258;65300;LANNEMEZAN
65267;65400;LAU BALAGNAS
65270;65190;LESPOUEY
65279;65250;LORTET
65287;65370;LOURES BAROUSSE
65294;65300;LUTILHOUS
65305;65370;MAULEON BAROUSSE
65311;65140;MINGOT
65332;65350;OLEAC DEBAT
65334;65100;OMEX
65345;65100;OSSUN EZ ANGLES
65346;65190;OUEILLOUX
65347;65370;OURDE
65353;65190;OZON
65354;65240;PAILHAC
65358;65230;PEYRET ST ANDRE
65359;65350;PEYRIGUERE
65371;65400;PRECHAC
65373;65230;PUNTOUS
65374;65220;PUYDARRIEUX
65377;65300;REJAUMONT
65380;65350;SABALOS
65383;65220;SADOURNIN
65384;65170;SAILHAN
65386;65100;ST CREAC
65389;65150;ST LAURENT DE NESTE
65391;65370;STE MARIE
65394;65150;ST PAUL
65397;65140;ST SEVER DE RUSTAN
65398;65370;SALECHAN
65401;65360;SALLES ADOUR
65402;65370;SAMURAN
65405;65130;SARLABOUS
65408;65410;SARRANCOLIN
65410;65600;SARROUILLES
65411;65120;SASSIS
65412;65700;SAUVETERRE
65416;65150;SEICH
65420;65400;SERE EN LAVEDAN
65430;65350;SOREAC
65431;65370;SOST
65439;65320;TARASTEIX
65445;65130;TILHOUSE
65446;65140;TOSTAT
65454;65140;TROULEY LABARTHE
65457;65140;UGNOUAS
65469;65120;VIEY
65475;65230;VILLEMUR
66001;66480;L ALBERE
66004;66210;LES ANGLES
66008;66700;ARGELES SUR MER
66010;66360;AYGUATEBIA TALAU
66015;66300;BANYULS DELS ASPRES
66017;66420;LE BARCARES
66018;66110;LA BASTIDE
66033;66300;CAMELAS
66036;66360;CANAVEILLES
66043;66820;CASTEIL
66048;66290;CERBERE
66054;66500;CONAT
66056;66130;CORBERE LES CABANES
66058;66550;CORNEILLA LA RIVIERE
66060;66150;CORSAVY
66062;66760;DORRES
66063;66480;LES CLUSES
66075;66800;EYNE
66079;66320;FINESTRET
66082;66210;FORMIGUERES
66083;66220;FOSSE
66086;66320;GLORIANES
66090;66360;JUJOLS
66094;66200;LATOUR BAS ELNE
66095;66760;LATOUR DE CAROL
66097;66220;LESQUERDE
66098;66210;LA LLAGONNE
66106;66480;MAUREILLAS LAS ILLAS
66108;66170;MILLAS
66113;66110;MONTBOLO
66116;66150;MONTFERRER
66118;66720;MONTNER
66123;66360;NYER
66132;66340;PALAU DE CERDAGNE
66145;66300;PONTEILLA
66150;66230;PRATS DE MOLLO LA PRESTE
66152;66220;PRUGNANES
53110;53290;GREZ EN BOUERE
53111;53300;LA HAIE TRAVERSAINE
53132;53120;LEVARE
53137;53320;LOIRON RUILLE
53147;53100;MAYENNE
53150;53200;MENIL
53164;53250;NEUILLY LE VENDIN
53165;53400;NIAFLES
53170;53300;OISSEAU
53198;53700;ST AUBIN DU DESERT
53199;53120;ST AUBIN FOSSE LOUVAIN
53202;53220;ST BERTHEVIN LA TANNIERE
53203;53290;ST BRICE
53205;53150;ST CENERE
53208;53140;ST CYR EN PAIL
53210;53290;ST DENIS D ANJOU
53213;53220;ST ELLIER DU MAINE
53215;53200;ST FORT
53218;53600;STE GEMMES LE ROBERT
53222;53240;ST GERMAIN D ANXURE
53223;53700;ST GERMAIN DE COULAMER
53225;53240;ST GERMAIN LE GUILLAUME
53234;53300;ST LOUP DU GAST
53236;53700;ST MARS DU DESERT
53240;53800;ST MARTIN DU LIMET
53244;53150;ST OUEN DES VALLONS
53245;53500;ST PIERRE DES LANDES
53246;53370;ST PIERRE DES NIDS
53248;53270;ST PIERRE SUR ERVE
53258;53800;LA SELLE CRAONNAISE
53263;53110;THUBOEUF
53264;53270;THORIGNE EN CHARNIE
53270;53120;VIEUVY
53274;53160;VIMARCE
54003;54115;ABONCOURT
54006;54770;AGINCOURT
54015;54560;ANDERNY
54019;54470;ANSAUVILLE
54023;54370;ARRACOURT
54025;54510;ART SUR MEURTHE
54042;54290;BAINVILLE AUX MIROIRS
54043;54550;BAINVILLE SUR MADON
54045;54360;BARBONVILLE
54050;54370;BATHELEMONT
54051;54980;BATILLY
54052;54115;BATTIGNY
54053;54370;BAUZEMONT
54059;54610;BELLEAU
54059;54610;BELLEAU
54060;54940;BELLEVILLE
54062;54740;BENNEY
54066;54640;BETTAINVILLERS
54069;54560;BEUVILLERS
54082;54800;BONCOURT
54085;54290;BORVILLE
54086;54200;BOUCQ
54088;54200;BOUVRON
54089;54770;BOUXIERES AUX CHENES
54095;54610;BRATTE
54104;54110;BUISSONCOURT
54108;54210;BURTHECOURT AUX CHENES
54115;54250;CHAMPIGNEULLES
54116;54300;CHANTEHEUX
54120;54113;CHARMES LA COTE
54122;54200;CHAUDENEY SUR MOSELLE
54123;54230;CHAVIGNY
54128;54200;CHOLOY MENILLOT
54134;54260;COLMEY
54134;54260;COLMEY
54142;54740;CRANTENOY
54145;54110;CREVIC
54146;54113;CREZILLES
54149;54680;CRUSNES
54151;54720;CUTRY
54152;54360;DAMELEVIERES
54162;54119;DOMGERMAIN
54169;54490;DOMPRIX
54172;54620;DONCOURT LES LONGUYON
54174;54200;ECROUVES
54175;54360;EINVAUX
54182;54470;ESSEY ET MAIZERAIS
54188;54760;FAULX
54192;54210;FERRIERES
54198;54150;FLEVILLE LIXIERES
54199;54122;FLIN
54200;54470;FLIREY
54206;54300;FRAIMBOIS
54217;54120;GELACOURT
54218;54115;GELAUCOURT
54224;54740;GERMONVILLE
54228;54830;GIRIVILLER
54229;54122;GLONVILLE
54232;54840;GONDREVILLE
54236;54260;GRAND FAILLY
54238;54290;GRIPPORT
54243;54120;HABLAINVILLE
54245;54290;HAIGNEVILLE
54248;54470;HAMONVILLE
54251;54450;HARBOUEY
54271;54450;IGNEY
40059;40300;CAGNOTTE
40061;40090;CAMPAGNE
40063;40180;CANDRESSE
40067;40400;CARCEN PONSON
40078;40250;CAUPENNE
40088;40100;DAX
40089;40700;DOAZIT
40095;40290;ESTIBEAUX
40105;40420;GAREIN
40111;40090;GELOUX
40112;40380;GIBRET
40114;40990;GOURBERA
40117;40270;GRENADE SUR L ADOUR
40131;40240;LABASTIDE D ARMAGNAC
40136;40320;LACAJUNTE
40138;40700;LACRABE
40140;40240;LAGRANGE
40146;40800;LATRILLE
40148;40320;LAURET
40152;40260;LESPERON
40157;40170;LIT ET MIXE
40159;40380;LOUER
40173;40330;MARPAPS
40179;40990;MEES
40180;40400;MEILHAN
40182;40170;MEZOS
40193;40190;MONTEGUT
40194;40380;MONTFORT EN CHALOSSE
40209;40440;ONDRES
40210;40110;ONESSE LAHARIE
40214;40290;OSSAGES
40221;40190;PERQUIE
40222;40300;PEY
40229;40200;PONTENX LES FORGES
40236;40380;POYARTIN
40240;40270;RENUNG
40244;40180;RIVIERE SAAS ET GOURBY
40249;40250;ST AUBIN
40250;40090;ST AVIT
40255;40190;ST CRICQ VILLENEUVE
40262;40120;ST GOR
40267;40240;ST JUSTIN
40273;40390;ST MARTIN DE SEIGNANX
40289;40500;SARRAZIET
40295;40410;SAUGNACQ ET MURET
40301;40180;SIEST
40309;40250;SOUPROSSE
40315;40990;TETHIEU
40322;40170;UZA
40325;40320;VIELLE TURSAN
40331;40190;VILLENEUVE DE MARSAN
40334;40180;YZOSSE
41003;41100;AREINES
41004;41800;ARTINS
41011;41290;BAIGNEAUX
41019;41290;BOISSEAU
41024;41270;BOURSAY
41033;41190;CHAMBON SUR CISSE
41035;41330;CHAMPIGNY EN BEAUCE
41037;41290;LA CHAPELLE ENCHERIE
41051;41400;CHISSAY EN TOURAINE
41064;41150;COULANGES
41065;41100;COULOMMIERS LA TOUR
41067;41700;COUR CHEVERNY
41068;41230;COURMEMIN
41072;41100;CRUCHERAY
41080;41400;FAVEROLLES SUR CHER
41084;41300;LA FERTE IMBAULT
41088;41270;FONTAINE RAOUL
41100;41800;LES HAYES
41107;41310;LANCE
41112;41230;LASSAY SUR CROISNE
41123;41370;MARCHENOIR
41132;41140;MEHERS
41135;41320;MENNETOU SUR CHER
41140;41200;MILLANCAY
41157;41230;MUR DE SOLOGNE
41165;41170;OIGNY
41171;41290;OUCQUES
41173;41160;BEAUCE LA ROMAINE
41177;41170;LE PLESSIS DORIN
41185;41200;PRUNIERS EN SOLOGNE
41197;41170;ST AGIL
41198;41110;ST AIGNAN
41200;41100;STE ANNE
41206;41000;ST DENIS SUR LOIRE
41219;41240;ST LAURENT DES BOIS
41237;41700;SASSAY
41239;41110;SEIGY
41241;41300;SELLES ST DENIS
41245;41500;SERIS
41249;41300;SOUESMES
41250;41800;SOUGE
41253;41370;TALCY
41263;41800;TREHET
41267;41400;VALLIERES LES GRANDES
41271;41230;VERNOU EN SOLOGNE
41276;41000;VILLEBAROU
41277;41270;VILLEBOUT
41281;41330;VILLEFRANCOEUR
31183;31260;FIGAROL
31184;31130;FLOURENS
31185;31290;FOLCARDE
31200;31510;FRONTIGNAN DE COMMINGES
31207;31510;GALIE
31216;31380;GEMIL
31221;31110;GOUAUX DE LARBOUST
31228;31380;GRAGNAGUE
31229;31430;GRATENS
31233;31190;GREPIAC
31242;31110;JURVIELLE
31246;31800;LABARTHE INARD
31265;31480;LAGRAULET ST NICOLAS
31267;31310;LAHITERE
31270;31800;LANDORTHE
31271;31570;LANTA
31274;31800;LARCAN
31277;31530;LASSERRE
31283;31370;LAUTIGNAC
31284;31650;LAUZERVILLE
31285;31590;LAVALETTE
31298;31440;LEZ
31302;31800;LODES
31305;31580;LOUDET
31310;31290;LUX
31315;31260;MANE
31321;31260;MARSOULAS
31323;31210;MARTRES DE RIVIERE
31336;31260;MAZERES SUR SALAT
31341;31330;MERVILLE
31351;31700;MONDONVILLE
31353;31370;MONES
31361;31410;MONTAUT
31362;31220;MONTBERAUD
31367;31220;MONTCLAR DE COMMINGES
31373;31230;MONTESQUIEU GUITTAUT
31376;31260;MONTGAILLARD DE SALIES
31380;31560;MONTGEARD
31381;31450;MONTGISCARD
31397;31350;NENIGAN
31399;31410;NOE
31405;31510;ORE
31407;31380;PAULHAC
31408;31510;PAYSSOUS
31410;31140;PECHBONNIEU
31419;31370;LE PIN MURELET
31427;31800;POINTIS INARD
31438;31530;PRADERE LES BOURGUETS
31442;31190;PUYDANIEL
31443;31230;PUYMAURIN
31445;31130;QUINT FONSEGRIVES
31455;31310;RIEUX VOLVESTRE
31458;31120;ROQUES
31459;31380;ROQUESERIERE
31474;31310;ST CHRISTAUD
31475;31600;ST CLAR DE RIVIERE
31482;31230;ST FRAJOU
31488;31240;ST JEAN
31491;31540;ST JULIA
31493;31350;ST LARY BOUJEAN
31507;31530;ST PAUL SUR SAVE
31509;31510;ST PE D ARDET
31519;31290;ST VINCENT
31535;31510;SAUVETERRE DE COMMINGES
31546;31560;SEYRE
31550;31160;SOUEICH
31555;31500;TOULOUSE
31556;31210;LES TOURREILLES
31558;31460;TOUTENS
31561;31240;L UNION
31562;31260;URAU
31563;31340;VACQUIERS
31564;31510;VALCABRERE
31569;31250;VAUDREUILLE
31570;31540;VAUX
31573;31590;VERFEIL
31586;31580;VILLENEUVE LECUSSAN
31589;31290;VILLENOUVELLE
31591;31260;ESCOULIS
31593;31230;CAZAC
32007;32430;ARDIZAS
32009;32230;ARMOUS ET CAU
32028;32170;BARCUGNAN
32037;32100;BEAUMONT
32048;32420;BETCAVE AGUIN
32049;32110;BETOUS
32051;32130;BEZERIL
32053;32140;BEZUES BAJON
32055;32380;BIVES
32062;32370;BOURROUILLAN
32075;32100;CASSAIGNE
32078;32500;CASTELNAU D ARBIEU
32079;32440;CASTELNAU D AUZAN LABARRERE
32088;32190;CASTILLON DEBATS
32090;32490;CASTILLON SAVES
32096;32150;CAZAUBON
32098;32130;CAZAUX SAVES
32099;32230;CAZAUX VILLECOMTAL
32101;32500;CERAN
32119;32800;EAUZE
6022;6510;BOUYON
6026;6530;CABRIS
6031;6340;CANTARON
6036;6500;CASTILLON
6037;6460;CAUSSOLS
6049;6620;COURMES
6059;6360;EZE
6069;6130;GRASSE
6069;6130;GRASSE
6071;6470;GUILLAUMES
6088;6100;NICE
6088;6200;NICE
6094;6470;PEONE
6100;6830;REVEST LES ROCHES
6101;6260;RIGAUD
6103;6450;ROQUEBILLIERE
6109;6670;LA ROQUETTE SUR VAR
6119;6660;ST DALMAS LE SELVAGE
6123;6700;ST LAURENT DU VAR
6126;6670;ST MARTIN DU VAR
6127;6450;ST MARTIN VESUBIE
6133;6470;SAUZE
6134;6750;SERANON
6138;6590;THEOULE SUR MER
6155;6220;VALLAURIS
6162;6430;LA BRIGUE
7001;7160;ACCONS
7003;7530;AIZAC
7004;7000;AJOUX
7010;7100;ANNONAY
7011;7530;ANTRAIGUES SUR VOLANE
7014;7410;ARLEBOSC
7016;7600;ASPERJOC
7017;7140;LES ASSIONS
7022;7210;BAIX
7024;7460;BANNE
7025;7330;BARNAS
7028;7460;BEAULIEU
7029;7110;BEAUMONT
7032;7580;BERZEME
7033;7150;BESSAS
7039;7410;BOZAS
7041;7100;BOULIEU LES ANNONAY
7048;7240;CHALENCON
7049;7160;LE CHAMBON
7054;7310;CHANEAC
7063;7300;CHEMINAS
7065;7380;CHIROLS
7071;7470;COUCOURON
7076;7350;CRUAS
7097;7300;GLUN
7109;7110;JOANNAS
7112;7600;LABASTIDE SUR BESORGUES
7114;7570;LABATIE D ANDAURE
7116;7200;LABEGUDE
7117;7230;LABLACHERE
7128;7520;LALOUVESC
7146;7000;LYAS
7147;7140;MALARCE SUR LA THINES
7148;7140;MALBOSC
7149;7190;MARCOLS LES EAUX
7150;7160;MARIAC
7151;7320;MARS
7154;7510;MAZAN L ABBAYE
7156;7380;MEYRAS
7157;7400;MEYSSE
7174;7340;PEYRAUD
7187;7110;PRUNET
7190;7200;ROCHECOLOMBE
7196;7110;ROCLES
7201;7120;RUOMS
7204;7320;ST AGREVE
7205;7790;ST ALBAN D AY
7212;7690;ST ANDRE EN VIVARAIS
7215;7160;ST BARTHELEMY LE MEIL
7217;7300;ST BARTHELEMY LE PLAIN
7219;7210;ST BAUZILE
7220;7160;ST CHRISTOL
7226;7310;ST CLEMENT
7247;7580;ST JEAN LE CENTENIER
7250;7290;ST JEURE D AY
7260;7210;ST LAGER BRESSAC
7270;7400;ST MARTIN SUR LAVEZON
7274;7190;ST MAURICE EN CHALENCON
7277;7200;ST MICHEL DE BOULOGNE
7281;7130;ST PERAY
7284;7140;ST PIERRE ST JEAN
7285;7520;ST PIERRE SUR DOUX
7287;7580;ST PONS
7294;7460;ST SAUVEUR DE CRUZIERES
7299;7290;ST SYMPHORIEN DE MAHUN
7302;7210;ST VINCENT DE BARRES
7312;7610;SECHERAS
7313;7340;SERRIERES
7315;7380;LA SOUCHE
7317;7340;TALENCIEUX
7322;7330;THUEYTS
7323;7130;TOULAUD
7326;7510;USCLADES ET RIEUTORD
7334;7140;LES VANS
66154;66210;PUYVALADOR
66164;66600;RIVESALTES
66170;66300;STE COLOMBE DE LA COMMANDERIE
66172;66240;ST ESTEVE
66173;66170;ST FELIU D AMONT
66174;66170;ST FELIU D AVALL
66177;66300;ST JEAN LASSEILLE
66183;66110;ST MARSAL
66190;66600;SALSES LE CHATEAU
66196;66690;SOREDE
66198;66730;SOURNIA
66201;66320;TARERACH
66205;66720;TAUTAVEL
66208;66200;THEZA
66212;66440;TORREILLES
66228;66610;VILLENEUVE LA RIVIERE
66234;66730;LE VIVIER
67001;67204;ACHENHEIM
67004;67440;SOMMERAU
67006;67490;ALTENHEIM
67008;67120;ALTORF
67018;67310;BALBRONN
67032;67140;BERNARDVILLE
67033;67170;BERNOLSHEIM
67043;67800;BISCHHEIM
67058;67270;BOSSENDORF
67065;67112;BREUSCHWICKERSHEIM
67067;67170;BRUMATH
67068;67350;BUSWILLER
67069;67470;BUHL
67079;67470;CROETTWILLER
67080;67120;DACHSTEIN
67082;67770;DALHUNDEN
67086;67150;DAUBENSAND
67088;67430;DEHLINGEN
67090;67230;DIEBOLSHEIM
67096;67440;DIMBSTHAL
67098;67190;DINSHEIM SUR BRUCHE
67103;67330;DOSSENHEIM SUR ZINSEL
67104;67160;DRACHENBRONN BIRLENBACH
67106;67410;DRUSENHEIM
67108;67120;DUPPIGHEIM
67112;67120;DUTTLENHEIM
67116;67600;EBERSMUNSTER
67118;67201;ECKBOLSHEIM
67119;67550;ECKWERSHEIM
67122;67710;WANGENBOURG ENGENTHAL
67126;67290;ERCKARTSWILLER
67141;67580;FORSTHEIM
67144;67130;FOUDAY
67146;67860;FRIESENHEIM
67159;67320;GOERLINGEN
67160;67360;GOERSDORF
67161;67700;GOTTENHOUSE
67165;67130;GRANDFONTAINE
67183;67260;HARSKIRCHEN
67190;67440;HENGWILLER
67195;67390;HESSENHEIM
67199;67260;HINSINGEN
67202;67270;HOCHFELDEN
67203;67170;HOCHSTETT
67206;67250;HOFFEN
67213;67250;HUNSPACH
67220;67270;INGENHEIM
67226;67117;ITTENHEIM
67228;67370;NEUGARTHEIM ITTLENHEIM
67229;67440;JETTERSWILLER
67237;67840;KILSTETT
67240;67520;KIRCHHEIM
67241;67320;KIRRBERG
67244;67440;KLEINGOEFT
67252;67240;KURTZENHOUSE
67253;67520;KUTTOLSHEIM
67263;67510;LEMBACH
67263;67510;LEMBACH
67277;67390;MACKENHEIM
67281;67390;MARCKOLSHEIM
67282;67520;MARLENHEIM
67293;67270;MINVERSHEIM
67296;67206;MITTELHAUSBERGEN
67304;67350;MORSCHWILLER
67306;67130;MUHLBACH SUR BRUCHE
67311;67600;MUTTERSHOLTZ
67322;67330;NEUWILLER LES SAVERNE
67327;67630;NIEDERLAUTERBACH
67333;67330;NIEDERSOULTZBACH
67335;67520;NORDHEIM
67339;67660;BETSCHDORF
67346;67160;OBERLAUTERBACH
67354;67520;ODRATZHEIM
67359;67170;OHLUNGEN
67369;67320;OTTWILLER
67380;67490;PRINTZHEIM
67381;67290;PUBERG
67382;67117;QUATZENHEIM
67384;67420;RANRUPT
67387;67140;REICHSFELD
67388;67110;REICHSHOFFEN
67406;67270;ROHR
67415;67340;ROTHBACH
54275;54470;JAULNY
54285;54370;JUVRECOURT
54288;54200;LAGNEY
54292;54300;LAMATH
54294;54380;LANDREMONT
54296;54280;LANEUVELOTTE
54300;54410;LANEUVEVILLE DEVANT NANCY
54305;54690;LAY ST CHRISTOPHE
54307;54740;LEBEUVILLE
54320;54700;LOISY
54324;54290;LOREY
54331;54129;MAGNIERES
54332;54700;MAIDIERES
54336;54550;MAIZIERES
54340;54470;MAMEY
54342;54790;MANCIEULLES
54357;54320;MAXEVILLE
54358;54280;MAZERULLES
54364;54850;MEREVILLE
54370;54385;MINORVILLE
54374;54280;MONCEL SUR SEILLE
54380;54113;MONT LE VIGNOBLE
54390;54700;MOUSSON
54395;54000;NANCY
54398;54540;NEUVILLER LES BADONVILLER
54400;54610;NOMENY
54401;54450;NONHIGNY
54404;54385;NOVIANT AUX PRES
54410;54890;ONVILLE
54412;54260;OTHE
54413;54150;OZERAILLES
54425;54490;PIENNES
54429;54160;PIERREVILLE
54432;54550;PONT ST VINCENT
54438;54115;PULNEY
54449;54300;REHAINVILLER
54450;54120;REHERREY
54459;54630;RICHARDMENIL
54464;54610;ROUVES
54467;54290;ROZELIEURES
54468;54210;SAFFAIS
54475;54290;ST GERMAIN
54476;54260;ST JEAN LES LONGUYON
54478;54800;ST MARCEL
54487;54290;ST REMY AUX BOIS
54495;54420;SAULXURES LES NANCY
54498;54280;SEICHAMPS
54500;54170;SELAINCOURT
54516;54930;THEY SOUS VAUDEMONT
54517;54610;THEZEY ST MARTIN
54520;54300;THIEBAUMENIL
54522;54115;THOREY LYAUTEY
54530;54115;TRAMONT LASSUS
54531;54115;TRAMONT ST ANDRE
54532;54385;TREMBLECOURT
54533;54750;TRIEUX
54543;54830;VALLOIS
54549;54110;VARANGEVILLE
54567;54290;VILLACOURT
54571;54210;VILLE EN VERMOIS
54573;54380;VILLERS EN HAYE
54583;54840;VILLEY LE SEC
54584;54200;VILLEY ST ETIENNE
54592;54330;VRONCOURT
54602;54620;HAN DEVANT PIERREPONT
55002;55400;ABAUCOURT HAUTECOURT
55007;55300;AMBLY SUR MEUSE
55009;55320;ANCEMONT
55017;55120;AUTRECOURT SUR AIRE
55024;55150;AZANNES ET SOUMAZANNES
55026;55130;BADONVILLIERS GERAUVILLIERS
55026;55130;BADONVILLIERS GERAUVILLIERS
55030;55130;BAUDIGNECOURT
55031;55170;BAUDONVILLIERS
55040;55250;BEAUSITE
55042;55100;BELLERAY
55053;55230;BILLY SOUS MANGIENNES
55060;55160;BONZEE
55065;55270;BOUREUILLES
55070;55100;BRABANT SUR MEUSE
55077;55600;BREUX
55080;55140;BRIXEY AUX CHANOINES
55093;55300;BUXIERES SOUS LES COTES
55102;55100;CHARNY SUR MEUSE
55107;55150;CHAUMONT DEVANT DAMVILLERS
55109;55600;CHAUVENCY LE CHATEAU
55111;55300;CHAUVONCOURT
55113;55270;CHEPPY
55117;55120;CLERMONT EN ARGONNE
55120;55000;COMBLES EN BARROIS
55123;55000;LES HAUTS DE CHEE
55125;55800;CONTRISSON
55140;55110;CUNEL
55143;55400;DAMLOUP
55154;55320;DIEUE SUR MEUSE
55157;55160;DOMMARTIN LA MONTAGNE
55159;55300;DOMPCEVRIN
55166;55100;DUGNY SUR MEUSE
55175;55260;ERIZE LA BRULEE
55178;55000;ERIZE ST DIZIER
41283;41100;VILLEMARDY
41286;41310;VILLEPORCHER
41287;41100;VILLERABLE
41288;41000;VILLERBON
42001;42380;ABOEN
42002;42130;AILLEUX
42009;42130;ARTHUN
42012;42600;BARD
42018;42520;BESSEY
42019;42130;BOEN SUR LIGNON
42022;42160;BONSON
42027;42260;BULLY
42029;42510;BUSSIERES
42030;42260;BUSSY ALBIEUX
42036;42800;CHAGNON
42039;42920;CHALMAZEL JEANSAGNIERE
42040;42440;LA CHAMBA
42041;42110;CHAMBEON
42044;42500;LE CHAMBON FEUGEROLLES
42045;42440;LA CHAMBONIE
42046;42600;CHAMPDIEU
42051;42410;LA CHAPELLE VILLARS
42052;42190;CHARLIEU
42054;42940;CHATELNEUF
42072;42111;LA COTE EN COUZAN
42075;42210;CRAINTILLEUX
42081;42330;CUZIEU
42082;42260;DANCE
42084;42130;DEBATS RIVIERE D ORPRA
42094;42110;FEURS
42097;42480;LA FOUILLOUSE
42103;42320;LA GRAND CROIX
42127;42300;MABLY
42127;42300;MABLY
42136;42130;MARCOUX
42145;42840;MONTAGNY
42147;42600;MONTBRISON
42148;42360;MONTCHAL
42149;42210;MONTROND LES BAINS
42150;42130;MONTVERDUN
42152;42720;NANDAX
42161;42120;NOTRE DAME DE BOISSET
42162;42155;OUCHES
42163;42310;LA PACAUDIERE
42170;42120;PERREUX
42173;42260;POMMIERS
42175;42110;POUILLY LES FEURS
42177;42720;POUILLY SOUS CHARLIEU
42181;42630;REGNY
42187;42300;ROANNE
42187;42300;ROANNE
42197;42130;STE AGATHE LA BOUTERESSE
42199;42370;ST ANDRE D APCHON
42203;42310;ST BONNET DES QUARTS
42209;42540;STE COLOMBE SUR GAND
42211;42160;ST CYPRIEN
42216;42140;ST DENIS SUR COISE
42217;42111;ST DIDIER SUR ROCHEFORT
42218;42100;ST ETIENNE
42218;42230;ST ETIENNE
42219;42130;ST ETIENNE LE MOLARD
42226;42510;ST GEORGES DE BAROILLE
42231;42640;ST GERMAIN LESPINASSE
42232;42370;ST HAON LE CHATEL
42234;42570;ST HEAND
42243;42260;ST JULIEN D ODDES
42245;42440;ST JULIEN LA VETRE
42251;42210;ST LAURENT LA CONCHE
42254;42122;ST MARCEL DE FELINES
42259;42800;ST MARTIN LA PLAINE
42261;42110;ST MARTIN LESTRA
42264;42330;ST MEDARD EN FOREZ
42274;42260;ST POLGUES
42278;42440;ST PRIEST LA VETRE
